hash,msg,author,lines_added,lines_deleted,files_modified,is_merge,author_experience,commit_day,commit_hour,subsystems_modified,total_complexity,ddm_unit_size,ddm_unit_count,ddm_unit_interfacing,is_bug
74360c80f53504ef4c5fb304891a20d12afe2c76,"LUCENE-2657: Replace Maven POM templates with full POMs

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1061613 13f79535-47bb-0310-9956-ffa450edef68",Steven Rowe,4413,1479,76,False,25,4,3,67,0,,,,0
e2675f59f843d6ae1b37820992d74ea5f23ce5ad,"LUCENE-2872: remove warning

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1061619 13f79535-47bb-0310-9956-ffa450edef68",Robert Muir,0,4,1,False,536,4,4,1,0,,,,0
81dba8b8e86574878229be751c4d24b7c997fa17,"LUCENE-2824: Optimize BufferedIndexInput to do less bounds checks

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1061622 13f79535-47bb-0310-9956-ffa450edef68",Robert Muir,65,0,2,False,537,4,4,2,50,1.0,1.0,1.0,0
60adb90db34d664317b1c7e08ff322fda053fb29,"Merging r1059823 through r1061974 into realtime branch

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/branches/realtime_search@1061979 13f79535-47bb-0310-9956-ffa450edef68",Michael Busch,2644,5396,0,True,192,4,19,0,0,,,,0
1b0bd50ae77ae830e9a7c8651ce934bf241b3656,"add codestyle for eclipse (it's no longer downloadable with wiki). Somebody more familar with eclipse should integrate it here :-)

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1062070 13f79535-47bb-0310-9956-ffa450edef68",Uwe Schindler,269,0,1,False,503,4,23,1,0,,,,0
82640ec6171d5d45b84094a0f58212c1a05e2bf2,"LUCENE-2657: switched POMs under dev-tools/maven/ to be POM templates, to allow for specification of the version as a system property on the command line.

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1062111 13f79535-47bb-0310-9956-ffa450edef68",Steven Rowe,45,40,41,False,26,5,7,41,0,,,,0
a1baa30380ae1a78b94321521b243940f5d8796b,"separate maven and conventional packages

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1062123 13f79535-47bb-0310-9956-ffa450edef68",Uwe Schindler,2,7,1,False,504,5,9,1,0,,,,0
c76ffeaa702a3435bfa71c1b60de0e1a41d2ce4c,"use correct formatter in sequential

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1062153 13f79535-47bb-0310-9956-ffa450edef68",Uwe Schindler,2,2,1,False,505,5,13,1,0,,,,0
11146b8c3c1e149b2ef5d77b95f1da7309fa0dae,"changed generate-maven-artifacts target to place all maven artifacts in one place: modules/dist/maven/; added modules/dist/ to list of dirs to remove with the 'clean' target; added modules/dist/ to svn:ignore list on modules/

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1062308 13f79535-47bb-0310-9956-ffa450edef68",Steven Rowe,3,6,5,False,27,6,1,5,0,,,,0
741882bcb162dec284ee1963173a16e9627e93b5,"SOLR-2330, SOLR-1992: due to solrconfig.xml files in example-DIH are broken, DIH sample cannot be launched. add luceneMatchVersion, remove abortOnConfigurationError, DisMaxRequestHandler etc.

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1062314 13f79535-47bb-0310-9956-ffa450edef68",Koji Sekiguchi,37,275,5,False,143,6,3,5,0,,,,0
22f0fe971845f5b0fc2928e2fbaacf0319e8d5da,"SOLR-2127: Fixed serialization of default core and indentation of solr.xml when serializing.

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1062319 13f79535-47bb-0310-9956-ffa450edef68",Mark Robert Miller,12,10,2,False,368,6,3,2,180,,,0.0,0
133e70cad64138efdf710b8fd751da1663a5a8ac,"LUCENE-2720: IndexWriter should throw IndexFormatTooOldExc on open, not later during optimize/getReader/close (trunk)

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1062325 13f79535-47bb-0310-9956-ffa450edef68",Shai Erera,133,40,12,False,56,6,5,5,941,0.6410256410256411,0.0,0.3333333333333333,0
a2218c398f0b4e4cf05b22e23a38d690e3a970ba,"remove nocommit in SegmentReader and simplify code which gets the DocStoreSegment

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1062388 13f79535-47bb-0310-9956-ffa450edef68",Shai Erera,3,8,2,False,57,6,11,1,321,1.0,1.0,0.0,0
4addc1641589ed833e75e5dff1005a0b8c491b13,"Fix incorrect Interface override

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1062409 13f79535-47bb-0310-9956-ffa450edef68",Uwe Schindler,0,1,1,False,506,6,12,1,462,,,,0
a58d5763bc2c566498bbb6df4a154ae5216694ec,"sync CHANGES from 3.x Bug Fixes

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1062428 13f79535-47bb-0310-9956-ffa450edef68",Michael McCandless,6,0,1,False,1157,6,13,1,0,,,,0
29fd9b86c0048072f8d0a548cad973e42c8db2d8,"fix typo in CHANGES

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1062451 13f79535-47bb-0310-9956-ffa450edef68",Michael McCandless,2,2,1,False,1158,6,15,1,0,,,,0
4af1d0e0be9d264c1ffb45d736cfe694ea9e9275,"SOLR-2190: revert the last commit. problem is gone.

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1062454 13f79535-47bb-0310-9956-ffa450edef68",Koji Sekiguchi,19,15,3,False,144,6,15,2,0,,,,0
68dc0710647f560fc4e5b0bf118e52bc8aa97179,"make sure bulk merging is working

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1062509 13f79535-47bb-0310-9956-ffa450edef68",Michael McCandless,22,1,2,False,1159,6,20,2,523,0.0,0.25,1.0,0
6c05d94c93c2f657637f4431fa8cc058a31fd7a2,"SOLR-2129: Provide a Solr module for dynamic metadata extraction/indexing with Apache UIMA

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1062604 13f79535-47bb-0310-9956-ffa450edef68",Robert Muir,4751,1,43,False,538,0,1,10,64,0.53,0.6533333333333333,0.93,0
32e156ffdb65888ad49e8ead85a21a1e6df14556,"LUCENE-2879: MultiPhraseQuery summed its own idf instead of Similarity.

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1062633 13f79535-47bb-0310-9956-ffa450edef68",Robert Muir,53,3,3,False,539,0,3,3,111,0.05714285714285714,1.0,1.0,0
ce53019db596ef94db813e00e10b00a208f0e889,"LUCENE-2882: Cut over SpanQuery#getSpans to AtomicReaderContext

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1062775 13f79535-47bb-0310-9956-ffa450edef68",Simon Willnauer,383,180,34,False,131,0,13,8,937,0.5163934426229508,0.6229508196721312,1.0,0
924e745b06e9fe44a0c602f25b8723209dacc699,"add assertion to check that skip pointer isn't past EOF

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1062810 13f79535-47bb-0310-9956-ffa450edef68",Robert Muir,2,0,1,False,540,0,14,1,39,1.0,1.0,1.0,0
2ea5e65959c0ab38e11c00974c516f4b132893cc,"Added IntelliJ support for the new Solr UIMA contrib

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1062817 13f79535-47bb-0310-9956-ffa450edef68",Steven Rowe,44,3,4,False,28,0,15,2,0,,,,0
047d76bf6aac1fec9a30396a566b1e36f49451ce,"LUCENE-2693: Add delete term and query need to more precisely record the bytes used (trunk)


git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1062832 13f79535-47bb-0310-9956-ffa450edef68",Shai Erera,8,2,2,False,58,0,15,2,25,1.0,1.0,1.0,0
ff2779566613253fa2c6bfe099f8a3033f4e2a19,"add verbosity

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1062876 13f79535-47bb-0310-9956-ffa450edef68",Michael McCandless,10,3,1,False,1160,0,16,1,465,0.8571428571428571,0.8571428571428571,1.0,0
3e8f55cd0da83e3cb9f3f254e6d62659f288e5ef,"LUCENE-2885: add WaitForMerges tasks to benchmark

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1062879 13f79535-47bb-0310-9956-ffa450edef68",Michael McCandless,46,0,3,False,1161,0,17,3,55,0.7777777777777778,1.0,1.0,0
8d1994b2e3b7a6b0cf98a7cb3f6ed69d8496baff,"LUCENE-2382: check for aborted merge when merging postings

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1062889 13f79535-47bb-0310-9956-ffa450edef68",Michael McCandless,56,41,6,False,1162,0,17,2,269,0.0,0.0,1.0,0
25f5488fd2cea8ae188d91af96d408bb07155131,"LUCENE-2884: fix StandardPostingsReader's enums to not try to load skip data when there wasn't any

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1062908 13f79535-47bb-0310-9956-ffa450edef68",Michael McCandless,11,7,2,False,1163,0,18,2,196,0.0,1.0,1.0,0
3f255f6ceaf8b6d7e9b8ca31a250207975a562cb,"LUCENE-2236: per-field similarity

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1062927 13f79535-47bb-0310-9956-ffa450edef68",Robert Muir,524,290,64,False,541,0,19,20,2634,0.46017699115044247,0.9292035398230089,0.9911504424778761,0
a7875a8228b2de4023fe0bbcc2ecd3df322297e0,"add missing files to RT branch

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/branches/realtime_search@1062931 13f79535-47bb-0310-9956-ffa450edef68",Michael Busch,6070,0,49,False,193,0,19,47,126,0.3632538569424965,0.8667601683029453,0.8948106591865358,0
1b44e0b9a50b88b94a3af377cc60b643698da9d7,"added support for maven artifact generation of the new Solr UIMA contrib; the top-level get-maven-poms target now forces copying of all of the source pom.xml files, even if the source is not newer than the target files, so that version changes will always take effect when specified through the -Dversion ant cmdline option

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1062936 13f79535-47bb-0310-9956-ffa450edef68",Steven Rowe,248,130,8,False,29,0,19,8,0,,,,0
1588c321353a6f3968156f8dbb1e5d6376b5bc07,"Merging r1061975 through r1062931 into realtime branch

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/branches/realtime_search@1062944 13f79535-47bb-0310-9956-ffa450edef68",Michael Busch,10931,906,0,True,194,0,19,0,0,,,,0
4a639880601d446394b6f9fd90a1087aae64b531,"SOLR-1240: followup: use NL instead of SOM for counts list

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1063052 13f79535-47bb-0310-9956-ffa450edef68",Chris M. Hostetter,1,1,1,False,366,0,23,1,259,,,,0
a20e2cd89adb210f21607e419db942cc83b4be8f,"applying patches from LUCENE-2855 and LUCENE-2867 to trunk

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1063095 13f79535-47bb-0310-9956-ffa450edef68",Adriano Crestani Campos,148,63,13,False,0,1,1,8,109,0.07407407407407407,0.6296296296296297,1.0,0
913a9e4491ea5208b82e17324825da0aa4851149,"LUCENE-1250: fix equals() to check for null and not fail on NPE (trunk)

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1063272 13f79535-47bb-0310-9956-ffa450edef68",Shai Erera,15,2,3,False,59,1,13,2,49,1.0,1.0,1.0,0
5642eb07c4169f669c29645e56761b8fcf771b06,"LUCENE-2010: drop segments that are 100% deleted docs in IW/IR commit

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1063323 13f79535-47bb-0310-9956-ffa450edef68",Michael McCandless,77,38,12,False,1164,1,15,4,1805,1.0,0.6428571428571429,1.0,0
68f67a4b23c8c56f0d075b254c4db9c875288f36,"LUCENE-2888: Several DocsEnum / DocsAndPositionsEnum return wrong docID when next() / advance(int) return NO_MORE_DOCS

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1063332 13f79535-47bb-0310-9956-ffa450edef68",Simon Willnauer,345,16,3,False,132,1,16,3,312,0.11244979919678715,0.11244979919678715,0.9156626506024096,0
27fe1ca874fbafd79b9efac54ab1a1882c80c469,"SOLR-482: add some improved exception information for CSV files that fail

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1063333 13f79535-47bb-0310-9956-ffa450edef68",Grant Ingersoll,26,3,2,False,506,1,16,2,75,0.7368421052631579,0.7368421052631579,0.0,0
dfb9a0faf84163aedf479a82fa4be2a0b8810f1c,"SOLR-2320: Fixed ReplicationHandler detail reporting for masters

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1063339 13f79535-47bb-0310-9956-ffa450edef68",Chris M. Hostetter,240,51,4,False,367,1,16,4,271,0.25396825396825395,0.9841269841269841,1.0,0
a4a913d01b256060d02004174a3763b642e51733,"LUCENE-792: add test for PrecedenceQueryParser NOT bug

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1063478 13f79535-47bb-0310-9956-ffa450edef68",Robert Muir,6,0,1,False,542,1,22,1,51,1.0,1.0,1.0,0
fcf6e305b4806cecee626b13c69bf27f8a85bbd6,"LUCENE-1472: Removed synchronization from static DateTools methods by using a ThreadLocal. Also converted DateTools.Resolution to a Java 5 enum.

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1063493 13f79535-47bb-0310-9956-ffa450edef68",Uwe Schindler,105,98,2,False,507,1,22,2,30,1.0,0.16666666666666666,1.0,0
323ea4134d277535176ddebc6fc23d58f961e6b3,"LUCENE-2474: add expert ReaderFinishedListener API, for external caches to evict entries for readers

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1063498 13f79535-47bb-0310-9956-ffa450edef68",Michael McCandless,205,33,12,False,1165,1,22,6,1717,0.4411764705882353,0.9019607843137255,0.9019607843137255,0
bb391fd3edc3729fdc8561d2f88ae74a8221ff56,"LUCENE-1846: DateTools now uses the US locale everywhere, so DateTools.round() is safe also in strange locales

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1063501 13f79535-47bb-0310-9956-ffa450edef68",Uwe Schindler,4,1,2,False,508,1,22,2,30,,,,0
c403d3e75624c4f37d364d97355d959c146137b4,"LUCENE-2887: sharpen jdocs for IndexReader.undeleteAll

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1063513 13f79535-47bb-0310-9956-ffa450edef68",Michael McCandless,7,5,1,False,1166,1,23,1,122,,,,0
e76ad0990d2b389aee62246f12e7eeb69e90fa1e,"LUCENE-929: contrib/benchmark build doesn't handle checking if content is properly extracted (trunk)

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1063647 13f79535-47bb-0310-9956-ffa450edef68",Shai Erera,112,135,3,False,60,2,9,2,18,1.0,0.42857142857142855,0.0,0
20621a4e7257fafee7d80a98641484574063c1c6,"SOLR-1826: Add tests for highlighting with termOffsets=true and overlapping tokens

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1063702 13f79535-47bb-0310-9956-ffa450edef68",Robert Muir,30,0,3,False,543,2,13,3,30,1.0,1.0,1.0,0
9e51a873f6cde6e0ed03d443647ea163ee75e4ef,"LUCENE-2889: Remove @lucene.experimental from Numeric*

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1063762 13f79535-47bb-0310-9956-ffa450edef68",Uwe Schindler,0,10,5,False,509,2,15,4,193,,,,0
c40a12dd46b4e87751cdc09e6a8b25cdbea0104e,"jdocs: note that calling close(false) can hit MergeAbortedExc's in optimize, addIndexes(IndexReader[]), expungeDeletes

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1063837 13f79535-47bb-0310-9956-ffa450edef68",Michael McCandless,18,2,1,False,1167,2,19,1,468,,,,0
3da5bd87288c88b5cae6d1984863d92c59eea864,"remove dead code

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1063842 13f79535-47bb-0310-9956-ffa450edef68",Michael McCandless,0,5,1,False,1168,2,19,1,467,0.0,0.0,0.0,0
d49456213352fa20cbe6f1f8bcdc31efb8a6deae,"LUCENE-2609: distribute the core tests, as they can be useful downstream to people

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1063868 13f79535-47bb-0310-9956-ffa450edef68",Grant Ingersoll,8,2,2,False,507,2,20,1,0,,,,0
326ab7d5774b57a001db2f64f4df9d0ae6a84a5a,"SOLR-1711: fix hang when queue is full but there are no runners

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1063869 13f79535-47bb-0310-9956-ffa450edef68",Yonik Seeley,21,12,2,False,1289,2,20,2,31,0.0,0.0,1.0,0
471c0ced8288326cf7b4d5cd0468d309b25bccf3,"SOLR-2327: error handling - force queryResultWindowSize to a min of 1

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1063877 13f79535-47bb-0310-9956-ffa450edef68",Yonik Seeley,1,1,1,False,1290,2,21,1,47,,,,0
e54599568d77c1f66e09ea8a416c7ecedd56d074,"LUCENE-2010: don't assert no unref'd files in TIR.testDiskFull; fix rollback on exc during commit to put back any pruned segs

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1063882 13f79535-47bb-0310-9956-ffa450edef68",Michael McCandless,9,10,2,False,1169,2,21,2,309,0.0,0.0,1.0,0
63097d1bd8a7051f9b5b2f450eaab6e162e2b337,"LUCENE-2474: cutover to MapBackedSet(ConcurrentHashMap) instead of Collections.syncSet(HashSet)

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1063897 13f79535-47bb-0310-9956-ffa450edef68",Michael McCandless,89,15,7,False,1170,2,22,2,984,1.0,1.0,1.0,0
add8aecd99b03e88ceabd4bb5579cce652c4bc45,"LUCENE-2474: make MBS final

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1063908 13f79535-47bb-0310-9956-ffa450edef68",Michael McCandless,1,1,1,False,1171,2,22,1,7,,,,0
51dc4159e6c4ed708cbcf8d18a543b57beb0037f,"SOLR-1283: fix numRead counter that caused mark invalid exceptions

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1063920 13f79535-47bb-0310-9956-ffa450edef68",Yonik Seeley,2,1,2,False,1291,2,23,2,209,1.0,1.0,1.0,0
5a9c5aae0b54235ecac85818d2e6dfa06c088df4,"LUCENE-2680: deletes were being double-applied

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1063936 13f79535-47bb-0310-9956-ffa450edef68",Michael McCandless,5,4,1,False,1172,3,0,1,467,1.0,0.0,,0
ecea5e669a150a3d0171f75f53e0e8ad1a8dbb84,"LUCENE-914: Scorer.skipTo(current) remains on current for some scorers - javadoc fix.


git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1064051 13f79535-47bb-0310-9956-ffa450edef68",Doron Cohen,3,3,1,False,90,3,9,1,0,,,,0
b24a26b251f0498d56312f7e0d62edc5678ae929,"LUCENE-2609: Generate jar containing test classes (trunk)

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1064068 13f79535-47bb-0310-9956-ffa450edef68",Shai Erera,36,4,3,False,61,3,10,2,0,,,,0
ad24f6a01fef7178dca09c7862acd134ea147a05,"LUCENE-1469: make isValid protected and not static

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1064072 13f79535-47bb-0310-9956-ffa450edef68",Shai Erera,2,2,1,False,62,3,10,1,56,,,,0
4aa8a1f179d347b040d4b3fb541672254da88cf5,"remove FilterManager

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1064078 13f79535-47bb-0310-9956-ffa450edef68",Shai Erera,0,203,1,False,63,3,11,1,0,0.30666666666666664,0.30666666666666664,0.0,0
4c62240087b896ec5dde2383300c4a3d396d7693,"LUCENE-2891: merge to trunk

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1064285 13f79535-47bb-0310-9956-ffa450edef68",Shai Erera,65,4,5,False,64,3,20,3,300,0.0,0.0,1.0,0
946dc5c68adb747ee067daebdfd28a51e07a1e82,"SOLR-2263: Add ability for RawResponseWriter to stream binary files

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1064330 13f79535-47bb-0310-9956-ffa450edef68",Yonik Seeley,25,1,2,False,1292,3,22,2,13,0.0,1.0,0.0,0
261a161c293a6c48d695b304dff325655db68efe,"SOLR-2263: correct the ticket number. SOLR-1283 -> SOLR-2263

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1064379 13f79535-47bb-0310-9956-ffa450edef68",Koji Sekiguchi,1,1,1,False,145,4,0,1,0,,,,0
e70311f3860158dc6d12c7a5e03714cc830d1e6a,"SOLR-2085: Improve SolrJ behavior when FacetComponent comes before QueryComponent

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1064386 13f79535-47bb-0310-9956-ffa450edef68",Chris M. Hostetter,7,1,2,False,368,4,0,2,70,,,,0
f13449ce484ea3af99aa9de09633d8e9cf1e852f,"SOLR-1940: Fix SolrDispatchFilter behavior when Content-Type is unknown

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1064395 13f79535-47bb-0310-9956-ffa450edef68",Chris M. Hostetter,8,3,3,False,369,4,1,3,57,0.0,1.0,0.0,0
4f1fe2b66db4a284152ba5e4e7740cff266a8f25,"LUCENE-2895: MockRandomCodec loads termsIndex even if termsIndexDivisor is set to -1

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1064463 13f79535-47bb-0310-9956-ffa450edef68",Shai Erera,6,5,2,False,65,4,5,2,133,0.0,0.0,1.0,0
a7a9be923ec56c2918294da427f7f467c9a82d7e,"Only create a Filter list if there is a non-empty fq parameter 

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1064730 13f79535-47bb-0310-9956-ffa450edef68",Simon Willnauer,6,1,1,False,133,4,15,1,129,0.0,0.0,1.0,0
92874ddaa629e3fdbb4cae4b4f414246676df393,"SOLR-860: Add debug output for MoreLikeThis

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1064735 13f79535-47bb-0310-9956-ffa450edef68",Koji Sekiguchi,102,28,4,False,146,4,15,4,85,0.14545454545454545,0.2909090909090909,0.2909090909090909,0
da24882340857b782a4d44939730bfbe53f4a3a3,"docs: move changes entry to 3.1

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1064738 13f79535-47bb-0310-9956-ffa450edef68",Yonik Seeley,2,2,1,False,1293,4,15,1,0,,,,0
99a60c33c5ef7e90fe9580bc7f555536f4025713,"SOLR-2265: update jetty to 6.1.26 (missed start.jar)

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1064781 13f79535-47bb-0310-9956-ffa450edef68",Yonik Seeley,1,1,1,False,1294,4,17,1,0,,,,0
0d9559e1b4f72c7a2c2d91350f0797bf8e1a0955,"LUCENE-1866: enable rat-sources for all lucene/contrib/modules/solr src and tests

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1064844 13f79535-47bb-0310-9956-ffa450edef68",Robert Muir,18,16,3,False,544,4,19,2,0,,,,0
06c4c204c80e3932aca22f4e7bba794d73d73cab,"LUCENE-2895: MockRandomCodec loads termsIndex even if termsIndexDivisor is set to -1

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1064926 13f79535-47bb-0310-9956-ffa450edef68",Michael McCandless,4,1,2,False,1173,4,23,2,44,0.0,0.3333333333333333,1.0,0
f12b4ab2ff281070cece87158cf04a467cedf599,"fix typo

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1064927 13f79535-47bb-0310-9956-ffa450edef68",Michael McCandless,1,1,1,False,1174,4,23,1,45,,,,0
5d8790eb85220b082ea5b288be51392c2613ecdc,"SOLR-1983 SOLR-2156: set replication flags and cleanup

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1064942 13f79535-47bb-0310-9956-ffa450edef68",Yonik Seeley,11,3,2,False,1295,5,2,2,212,0.0,0.0,1.0,0
cbf8d878f7efa76a063a11a00db9f6fea9ec874c,"SOLR-792: fix comparison for mincount

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1065020 13f79535-47bb-0310-9956-ffa450edef68",Koji Sekiguchi,2,2,1,False,147,5,14,1,12,,,,0
5342d8676da8f794efbcf93b5001b107514f1363,"LUCENE-2898: fix CMS throttling to be independent of number of incoming producer threads; some defensive concurrency fixes for SegmentInfo

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1065059 13f79535-47bb-0310-9956-ffa450edef68",Michael McCandless,41,34,2,False,1175,5,16,1,187,0.0,0.0,1.0,0
d4c9a814527ec5c58d62c42a65b23b39e508a505,"SOLR-792: fix test to match fix to mincount

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1065067 13f79535-47bb-0310-9956-ffa450edef68",Yonik Seeley,2,2,1,False,1296,5,16,1,31,,,,0
5dcacafcb4be2672e2c3240a107080007ce3c6dc,"- add comments to pivot test
- change capitalization so that testing looks the same as the input

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1065074 13f79535-47bb-0310-9956-ffa450edef68",Ryan McKinley,45,13,1,False,455,5,17,1,31,,,,0
5f7f97021c7da069ab90dcfe95c06e2f89893e66,"LUCENE-2671 -- deprecate FieldTypes that will be removed in 5.x

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1065093 13f79535-47bb-0310-9956-ffa450edef68",Ryan McKinley,8,0,4,False,456,5,19,1,76,,,,0
295c8f84c73327cf93fe705224c13e11aa852480,"LUCENE-1076: allow non-contiguous merges; improve handling of buffered deletes

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1065095 13f79535-47bb-0310-9956-ffa450edef68",Michael McCandless,1158,858,76,False,1176,5,19,14,3938,0.4431818181818182,0.0,1.0,0
76b0a38e829dfd993d5ca1df39f98fe82d34eb61,"LUCENE-1076: add CHANGES

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1065096 13f79535-47bb-0310-9956-ffa450edef68",Michael McCandless,6,0,1,False,1177,5,19,1,0,,,,0
185ad0c6310d2d5001840a177a2f8337aa2eeed1,"Java 1.5 can't @Override an interface

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1065102 13f79535-47bb-0310-9956-ffa450edef68",Michael McCandless,1,1,1,False,1178,5,20,1,67,1.0,0.0,0.0,0
de55bd4de125d5d8b5d89c1b7b3ec2224f93f8ca,"LUCENE-2896: in advance(), don't skip when target doc delta is very small

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1065261 13f79535-47bb-0310-9956-ffa450edef68",Robert Muir,6,14,1,False,545,6,13,1,116,,,,0
5629a2b96b37f87c90463438033df1ddf90f3518,"add missing license headers where there are none, but the JIRA box was checked

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1065265 13f79535-47bb-0310-9956-ffa450edef68",Robert Muir,135,0,8,False,546,6,13,8,101,,,,0
7c24712e89cbbb65375e7c5d3a7ee11eac8759f7,"LUCENE-1866: add missing dirs to rat report

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1065272 13f79535-47bb-0310-9956-ffa450edef68",Robert Muir,2,0,1,False,547,6,13,1,0,,,,0
24cfce7c1aad29f5caa1858c91caafa71d4846c4,"add missing license headers where there are none, but the JIRA box was checked (solr)

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1065286 13f79535-47bb-0310-9956-ffa450edef68",Robert Muir,238,0,14,False,548,6,14,10,231,,,,0
6569aa5da376c73ebff0fc93fdf7f073e152c374,"add ASL

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1065302 13f79535-47bb-0310-9956-ffa450edef68",Yonik Seeley,85,0,5,False,1297,6,15,5,88,,,,0
